sensor_type,device_type,timestamps,name,address,rssi
connectivity,smartphone,1454956105668000000,1.000,1.000,1.000,WIFI_CONNECTION,NOT_ROAMING,"Google Starbucks"
connectivity,smartphone,1454956575153000000,1.000,1.000,1.000,WIFI_CONNECTION,NOT_ROAMING,"Google Starbucks"
connectivity,smartphone,1454956578608000000,1.000,1.000,1.000,WIFI_CONNECTION,NOT_ROAMING,"Google Starbucks"
connectivity,smartphone,1454957939843000000,1.000,1.000,1.000,WIFI_CONNECTION,NOT_ROAMING,"Google Starbucks"
connectivity,smartphone,1454957951572000000,1.000,1.000,1.000,WIFI_CONNECTION,NOT_ROAMING,"Google Starbucks"
connectivity,smartphone,1454957954362000000,1.000,1.000,1.000,WIFI_CONNECTION,NOT_ROAMING,"Google Starbucks"
connectivity,smartphone,1454957959775000000,1.000,1.000,1.000,WIFI_CONNECTION,NOT_ROAMING,"Google Starbucks"
connectivity,smartphone,1454958032094000000,1.000,1.000,1.000,MOBILE_CONNECTION,NOT_ROAMING,0x
connectivity,smartphone,1454958032376000000,1.000,1.000,1.000,MOBILE_CONNECTION,NOT_ROAMING,0x
connectivity,smartphone,1454959461131000000,1.000,1.000,1.000,MOBILE_CONNECTION,NOT_ROAMING,0x
connectivity,smartphone,1454959464898000000,1.000,1.000,1.000,MOBILE_CONNECTION,NOT_ROAMING,0x
connectivity,smartphone,1454959464957000000,1.000,1.000,1.000,MOBILE_CONNECTION,NOT_ROAMING,0x
connectivity,smartphone,1454961044394000000,1.000,1.000,1.000,MOBILE_CONNECTION,NOT_ROAMING,0x
connectivity,smartphone,1454961050172000000,1.000,1.000,1.000,MOBILE_CONNECTION,NOT_ROAMING,0x
connectivity,smartphone,1454961050238000000,1.000,1.000,1.000,MOBILE_CONNECTION,NOT_ROAMING,0x
connectivity,smartphone,1454962761177000000,1.000,1.000,1.000,MOBILE_CONNECTION,NOT_ROAMING,0x
connectivity,smartphone,1454962763485000000,1.000,1.000,1.000,MOBILE_CONNECTION,NOT_ROAMING,0x
connectivity,smartphone,1454962763600000000,1.000,1.000,1.000,MOBILE_CONNECTION,NOT_ROAMING,0x
connectivity,smartphone,1454962790853000000,1.000,1.000,1.000,MOBILE_CONNECTION,NOT_ROAMING,0x
connectivity,smartphone,1454962795925000000,1.000,1.000,1.000,MOBILE_CONNECTION,NOT_ROAMING,0x
connectivity,smartphone,1454962796043000000,1.000,1.000,1.000,MOBILE_CONNECTION,NOT_ROAMING,0x
